Dam_Seq_ID	Sire_Seq_ID	Seq_ID	SampleName.Fish_ID.	Treatment	Sire.1	Sire.2	Dam.1	Dam.2	AAFam
2494	D06_allLanes_P	B05_allLanes_P	A02_plate04	016G	L-1-18	YG88_2	47	OC52_1	S	S47
2529	D06_allLanes_P	B05_allLanes_P	B03_plate25	099D	L-2-15	YG88_2	47	OC52_1	S	S47
2534	D06_allLanes_P	D09_allLanes_P	B02_plate20	066S	L-1-18	YO65_2	4	OC52_1	S	S4
2539	D06_allLanes_P	G07_allLanes_P	B02_plate02	002P	L-1-18	OG58_2	46	OC52_1	S	S46
2559	D06_allLanes_P	G07_allLanes_P	B01_plate25	097B	L-1-15	OG58_2	46	OC52_1	S	S46
2614	D06_allLanes_P	B05_allLanes_P	B02_plate15	048P	L-1-18	YG88_2	47	OC52_1	S	S47
2624	D06_allLanes_P	G07_allLanes_P	A01_plate07	015X	L-1-15	OG58_2	46	OC52_1	S	S46
2679	D11_allLanes_P	E01_allLanes_P	A06_plate23	071R	M-2-15	YH28_2	28	YV88_1	K	K28
2689	D11_allLanes_P	G01_allLanes_P	B04_plate06	019E	M-1-15	YF30_2	26	YV88_1	K	K26
2699	D11_allLanes_P	E01_allLanes_P	B04_plate19	063E	M-1-15	YH28_2	28	YV88_1	K	K28
2719	D11_allLanes_P	E01_allLanes_P	A05_plate32	102R	M-1-18	YH28_2	28	YV88_1	K	K28
2739	D11_allLanes_P	E01_allLanes_P	A04_plate23	069N	M-1-15	YH28_2	28	YV88_1	K	K28
2754	D11_allLanes_P	G01_allLanes_P	A05_plate02	004I	M-1-18	YF30_2	26	YV88_1	K	K26
2759	D11_allLanes_P	E07_allLanes_P	A06_plate16	053P	M-2-15	OG51_2	29	YV88_1	K	K29
2774	D11_allLanes_P	E07_allLanes_P	A04_plate18	051X	M-1-15	OG51_2	29	YV88_1	K	K29
2779	D11_allLanes_P	G09_allLanes_P	A05_plate18	052Z	M-1-18	OF56_2	30	YV88_1	K	K30
2799	D11_allLanes_P	E01_allLanes_P	A05_plate31	102L	M-1-18	YH28_2	28	YV88_1	K	K28
2804	D11_allLanes_P	G09_allLanes_P	A05_plate24	070V	M-1-18	OF56_2	30	YV88_1	K	K30
2819	D11_allLanes_P	G09_allLanes_P	B04_plate18	051Y	M-1-15	OF56_2	30	YV88_1	K	K30
2824	D11_allLanes_P	G09_allLanes_P	A04_plate08	019P	M-1-15	OF56_2	30	YV88_1	K	K30
2839	D11_allLanes_P	G09_allLanes_P	A04_plate31	087J	M-1-15	OF56_2	30	YV88_1	K	K30
2844	D11_allLanes_P	G09_allLanes_P	A12_plate18	075B	Mix-2-15	OF56_2	30	YV88_1	K	K30
2864	D11_allLanes_P	E07_allLanes_P	A04_plate03	003M	M-1-15	OG51_2	29	YV88_1	K	K29
2874	D11_allLanes_P	E07_allLanes_P	A04_plate10	035B	M-1-15	OG51_2	29	YV88_1	K	K29
2889	E03_allLanes_P	E11_allLanes_P	A06_plate09	021Z	M-2-15	YV93_2	23	YR31_1	I	I23
2894	E03_allLanes_P	C04_allLanes_P	A06_plate26	103J	M-2-15	OG35_2	21	YR31_1	I	I21
2899	E03_allLanes_P	C04_allLanes_P	A06_plate01	005E	M-2-15	OG35_2	21	YR31_1	I	I21
2904	E03_allLanes_P	E11_allLanes_P	A05_plate21	070E	M-1-18	YV93_2	23	YR31_1	I	I23
2909	E03_allLanes_P	B07_allLanes_P	B04_plate16	051M	M-1-15	OD53_2	24	YR31_1	I	I24
2914	E03_allLanes_P	C04_allLanes_P	A05_plate03	004O	M-1-18	OG35_2	21	YR31_1	I	I21
2919	E03_allLanes_P	C04_allLanes_P	A04_plate20	063J	M-1-15	OG35_2	21	YR31_1	I	I21
2934	E03_allLanes_P	A06_allLanes_P	A06_plate17	053V	M-2-15	YN49_2	22	YR31_1	I	I22
2939	E03_allLanes_P	A06_allLanes_P	A04_plate15	051F	M-1-15	YN49_2	22	YR31_1	I	I22
2944	E03_allLanes_P	E11_allLanes_P	B04_plate15	051G	M-1-15	YV93_2	23	YR31_1	I	I23
2954	E03_allLanes_P	B07_allLanes_P	A05_plate15	052H	M-1-18	OD53_2	24	YR31_1	I	I24
2959	E03_allLanes_P	G04_allLanes_P	B04_plate08	019Q	M-1-15	YF88_2	25	YR31_1	I	I25
2974	E03_allLanes_P	G04_allLanes_P	A06_plate22	071M	M-2-15	YF88_2	25	YR31_1	I	I25
2979	E03_allLanes_P	C04_allLanes_P	A05_plate19	064F	M-1-18	OG35_2	21	YR31_1	I	I21
2994	E03_allLanes_P	A06_allLanes_P	A04_plate12	035N	M-1-15	YN49_2	22	YR31_1	I	I22
2999	E03_allLanes_P	B07_allLanes_P	A06_plate03	005Q	M-2-15	OD53_2	24	YR31_1	I	I24
3014	E03_allLanes_P	A06_allLanes_P	A05_plate01	004C	M-1-18	YN49_2	22	YR31_1	I	I22
3019	E03_allLanes_P	E11_allLanes_P	A04_plate22	069H	M-1-15	YV93_2	23	YR31_1	I	I23
3039	E03_allLanes_P	A06_allLanes_P	A12_plate32	101E	M-1-15	YN49_2	22	YR31_1	I	I22
3059	E03_allLanes_P	A06_allLanes_P	A04_plate26	085F	M-1-15	YN49_2	22	YR31_1	I	I22
3089	F02_allLanes_P	B09_allLanes_P	A05_plate16	052N	M-1-18	YL69_2	20	OG13_1	G	G20
3094	F02_allLanes_P	B09_allLanes_P	A06_plate19	063T	M-2-15	YL69_2	20	OG13_1	G	G20
3099	F02_allLanes_P	C02_allLanes_P	A01_plate08	031D	L-1-15	YJ48_2	18	OG13_1	G	G18
3109	F02_allLanes_P	B09_allLanes_P	A05_plate29	086Z	M-1-18	YL69_2	20	OG13_1	G	G20
3119	F02_allLanes_P	F10_allLanes_P	A05_plate23	070P	M-1-18	YV94_2	16	OG13_1	G	G16
3124	F02_allLanes_P	B09_allLanes_P	A06_plate25	103D	M-2-15	YL69_2	20	OG13_1	G	G20
3129	F02_allLanes_P	D07_allLanes_P	A03_plate05	017N	L-2-15	OH34_2	17	OG13_1	G	G17
3134	F02_allLanes_P	C02_allLanes_P	A03_plate01	001I	L-2-15	YJ48_2	18	OG13_1	G	G18
3139	F02_allLanes_P	F10_allLanes_P	B04_plate10	035C	M-1-15	YV94_2	16	OG13_1	G	G16
3144	F02_allLanes_P	D07_allLanes_P	B02_plate03	016B	L-1-18	OH34_2	17	OG13_1	G	G17
3149	F02_allLanes_P	D07_allLanes_P	B02_plate12	032X	L-1-18	OH34_2	17	OG13_1	G	G17
3169	F02_allLanes_P	D07_allLanes_P	A02_plate30	098Z	L-1-18	OH34_2	17	OG13_1	G	G17
3174	F02_allLanes_P	F10_allLanes_P	A04_plate07	019J	M-1-15	YV94_2	16	OG13_1	G	G16
3179	F02_allLanes_P	C02_allLanes_P	A03_plate31	115N	L-2-15	YJ48_2	18	OG13_1	G	G18
3184	F02_allLanes_P	B08_allLanes_P	B04_plate13	035U	M-1-15	OJ16_2	19	OG13_1	G	G19
3204	F02_allLanes_P	C02_allLanes_P	B03_plate12	049E	L-2-15	YJ48_2	18	OG13_1	G	G18
3209	F02_allLanes_P	B08_allLanes_P	B04_plate14	051A	M-1-15	OJ16_2	19	OG13_1	G	G19
3219	F02_allLanes_P	F10_allLanes_P	A04_plate25	069Z	M-1-15	YV94_2	16	OG13_1	G	G16
3224	F02_allLanes_P	F10_allLanes_P	A06_plate10	037F	M-2-15	YV94_2	16	OG13_1	G	G16
3229	F02_allLanes_P	D07_allLanes_P	A03_plate12	049D	L-2-15	OH34_2	17	OG13_1	G	G17
3244	F02_allLanes_P	B09_allLanes_P	B04_plate05	003Y	M-1-15	YL69_2	20	OG13_1	G	G20
3249	F02_allLanes_P	D07_allLanes_P	A01_plate22	081I	L-1-15	OH34_2	17	OG13_1	G	G17
3254	F02_allLanes_P	F10_allLanes_P	A04_plate29	085X	M-1-15	YV94_2	16	OG13_1	G	G16
3264	F02_allLanes_P	F10_allLanes_P	A04_plate11	035H	M-1-15	YV94_2	16	OG13_1	G	G16
3269	F02_allLanes_P	C02_allLanes_P	A03_plate06	017T	L-2-15	YJ48_2	18	OG13_1	G	G18
3279	F02_allLanes_P	C02_allLanes_P	B02_plate22	082E	L-1-18	YJ48_2	18	OG13_1	G	G18
3289	F02_allLanes_P	D07_allLanes_P	A02_plate29	098T	L-1-18	OH34_2	17	OG13_1	G	G17
3304	F02_allLanes_P	D07_allLanes_P	B01_plate20	065X	L-1-15	OH34_2	17	OG13_1	G	G17
3309	F02_allLanes_P	D07_allLanes_P	A02_plate28	098N	L-1-18	OH34_2	17	OG13_1	G	G17
3334	F02_allLanes_P	D07_allLanes_P	B01_plate14	047O	L-1-15	OH34_2	17	OG13_1	G	G17
3339	F02_allLanes_P	D07_allLanes_P	B03_plate30	115I	L-2-15	OH34_2	17	OG13_1	G	G17
3354	F02_allLanes_P	C02_allLanes_P	B02_plate32	114M	L-1-18	YJ48_2	18	OG13_1	G	G18
3404	F02_allLanes_P	F10_allLanes_P	A04_plate01	003A	M-1-15	YV94_2	16	OG13_1	G	G16
3419	F03_allLanes_P	G10_allLanes_P	A11_plate15	074H	Mix-1-18	OO53_2	58	YV27_1	X	X58
3429	F03_allLanes_P	E10_allLanes_P	A10_plate12	039O	Mix-1-15	YR84_2	59	YV27_1	X	X59
3434	F03_allLanes_P	E10_allLanes_P	A10_plate33	105H	Mix-1-15	YR84_2	59	YV27_1	X	X59
3444	F03_allLanes_P	A02_allLanes_P	A12_plate07	025O	Mix-2-15	YG06_2	60	YV27_1	X	X60
3449	F03_allLanes_P	A02_allLanes_P	A12_plate20	075N	Mix-2-15	YG06_2	60	YV27_1	X	X60
3454	F03_allLanes_P	E10_allLanes_P	A10_plate15	055F	Mix-1-15	YR84_2	59	YV27_1	X	X59
3459	F03_allLanes_P	G10_allLanes_P	A12_plate15	057J	Mix-2-15	OO53_2	58	YV27_1	X	X58
3464	F03_allLanes_P	D10_allLanes_P	A12_plate12	041S	Mix-2-15	YR82_2	56	YV27_1	X	X56
3479	F03_allLanes_P	G10_allLanes_P	A12_plate06	025I	Mix-2-15	OO53_2	58	YV27_1	X	X58
3484	F03_allLanes_P	A02_allLanes_P	A11_plate13	040W	Mix-1-18	YG06_2	60	YV27_1	X	X60
3494	F03_allLanes_P	G10_allLanes_P	A10_plate20	056J	Mix-1-15	OO53_2	58	YV27_1	X	X58
3509	F03_allLanes_P	A02_allLanes_P	A10_plate28	089E	Mix-1-15	YG06_2	60	YV27_1	X	X60
3519	F03_allLanes_P	A02_allLanes_P	A11_plate20	090F	Mix-1-18	YG06_2	60	YV27_1	X	X60
3529	F03_allLanes_P	A02_allLanes_P	A11_plate07	024M	Mix-1-18	YG06_2	60	YV27_1	X	X60
3539	F03_allLanes_P	A02_allLanes_P	A12_plate29	107P	Mix-2-15	YG06_2	60	YV27_1	X	X60
3559	F03_allLanes_P	E10_allLanes_P	A10_plate30	089P	Mix-1-15	YR84_2	59	YV27_1	X	X59
3574	F03_allLanes_P	A02_allLanes_P	A11_plate22	090R	Mix-1-18	YG06_2	60	YV27_1	X	X60
3579	F03_allLanes_P	E10_allLanes_P	A10_plate01	007A	Mix-1-15	YR84_2	59	YV27_1	X	X59
3594	F03_allLanes_P	A02_allLanes_P	A11_plate16	074N	Mix-1-18	YG06_2	60	YV27_1	X	X60
3629	F03_allLanes_P	E10_allLanes_P	A12_plate26	091X	Mix-2-15	YR84_2	59	YV27_1	X	X59
3644	F03_allLanes_P	E10_allLanes_P	A12_plate08	025U	Mix-2-15	YR84_2	59	YV27_1	X	X59
3669	F04_allLanes_P	A05_allLanes_P	B01_plate28	097T	L-1-15	YG84_2	1	OS14_1	B	B1
3674	F04_allLanes_P	G06_allLanes_P	A03_plate18	067N	L-2-15	OD42_2	2	OS14_1	B	B2
3679	F04_allLanes_P	A05_allLanes_P	A02_plate02	002N	L-1-18	YG84_2	1	OS14_1	B	B1
3689	F04_allLanes_P	G06_allLanes_P	A03_plate26	099I	L-2-15	OD42_2	2	OS14_1	B	B2
3704	F04_allLanes_P	B06_allLanes_P	B02_plate17	066B	L-1-18	YN58_2	5	OS14_1	B	B5
3719	F05_allLanes_P	C05_allLanes_P	A11_plate24	120Q	Mix-1-18	YR54_2	53	YK96_1	U	U53
3724	F05_allLanes_P	E02_allLanes_P	A11_plate31	119H	Mix-1-15	OD19_2	54	YK96_1	U	U54
3729	F05_allLanes_P	C05_allLanes_P	A10_plate22	056V	Mix-1-15	YR54_2	53	YK96_1	U	U53
3734	F05_allLanes_P	E02_allLanes_P	A11_plate08	024S	Mix-1-18	OD19_2	54	YK96_1	U	U54
3749	F05_allLanes_P	E02_allLanes_P	A10_plate17	055R	Mix-1-15	OD19_2	54	YK96_1	U	U54
3754	F05_allLanes_P	F07_allLanes_P	A11_plate28	106B	Mix-1-15	OG53_2	51	YK96_1	U	U51
3779	F05_allLanes_P	C05_allLanes_P	A11_plate19	074Z	Mix-1-18	YR54_2	53	YK96_1	U	U53
3784	F05_allLanes_P	F07_allLanes_P	A12_plate21	075T	Mix-2-15	OG53_2	51	YK96_1	U	U51
3799	F05_allLanes_P	C05_allLanes_P	A12_plate27	107D	Mix-2-15	YR54_2	53	YK96_1	U	U53
3804	F05_allLanes_P	E02_allLanes_P	A11_plate01	008C	Mix-1-18	OD19_2	54	YK96_1	U	U54
3819	F05_allLanes_P	D04_allLanes_P	A10_plate27	073Y	Mix-1-15	OS02_2	52	YK96_1	U	U52
3824	F05_allLanes_P	F07_allLanes_P	A11_plate32	119V	Mix-1-15	OG53_2	51	YK96_1	U	U51
3849	F06_allLanes_P	D07_allLanes_P	A02_plate31	114F	L-1-18	OH34_2	17	OF45_1	H	H17
3859	F06_allLanes_P	F10_allLanes_P	A06_plate18	063N	M-2-15	YV94_2	16	OF45_1	H	H16
3869	F06_allLanes_P	C02_allLanes_P	A02_plate10	032K	L-1-18	YJ48_2	18	OF45_1	H	H18
3879	F06_allLanes_P	B08_allLanes_P	A04_plate28	085R	M-1-15	OJ16_2	19	OF45_1	H	H19
3889	F06_allLanes_P	D07_allLanes_P	B03_plate03	017C	L-2-15	OH34_2	17	OF45_1	H	H17
3899	F06_allLanes_P	B09_allLanes_P	A04_plate33	087V	M-1-15	YL69_2	20	OF45_1	H	H20
3919	F06_allLanes_P	D07_allLanes_P	B02_plate09	032F	L-1-18	OH34_2	17	OF45_1	H	H17
3929	F06_allLanes_P	D07_allLanes_P	A01_plate02	001L	L-1-15	OH34_2	17	OF45_1	H	H17
3939	F06_allLanes_P	D07_allLanes_P	A02_plate25	082V	L-1-18	OH34_2	17	OF45_1	H	H17
3969	F06_allLanes_P	B08_allLanes_P	A05_plate14	052B	M-1-18	OJ16_2	19	OF45_1	H	H19
3999	F06_allLanes_P	B09_allLanes_P	A04_plate32	087P	M-1-15	YL69_2	20	OF45_1	H	H20
4009	F06_allLanes_P	D07_allLanes_P	B01_plate09	031K	L-1-15	OH34_2	17	OF45_1	H	H17
4019	F06_allLanes_P	D07_allLanes_P	A02_plate14	048I	L-1-18	OH34_2	17	OF45_1	H	H17
4049	F06_allLanes_P	B08_allLanes_P	A04_plate04	003S	M-1-15	OJ16_2	19	OF45_1	H	H19
4059	F06_allLanes_P	B08_allLanes_P	A05_plate10	036D	M-1-18	OJ16_2	19	OF45_1	H	H19
4069	F06_allLanes_P	D07_allLanes_P	A01_plate29	097Y	L-1-15	OH34_2	17	OF45_1	H	H17
4079	F06_allLanes_P	D07_allLanes_P	B02_plate08	016Z	L-1-18	OH34_2	17	OF45_1	H	H17
4109	F06_allLanes_P	D07_allLanes_P	A01_plate12	047B	L-1-15	OH34_2	17	OF45_1	H	H17
4119	F06_allLanes_P	F10_allLanes_P	A06_plate07	021N	M-2-15	YV94_2	16	OF45_1	H	H16
4139	F06_allLanes_P	C02_allLanes_P	B03_plate16	067C	L-2-15	YJ48_2	18	OF45_1	H	H18
4149	F06_allLanes_P	B08_allLanes_P	B04_plate07	019K	M-1-15	OJ16_2	19	OF45_1	H	H19
4169	F06_allLanes_P	B08_allLanes_P	B04_plate02	003H	M-1-15	OJ16_2	19	OF45_1	H	H19
4179	F06_allLanes_P	F10_allLanes_P	A04_plate02	003G	M-1-15	YV94_2	16	OF45_1	H	H16
4199	F06_allLanes_P	F10_allLanes_P	A04_plate21	069C	M-1-15	YV94_2	16	OF45_1	H	H16
4209	F06_allLanes_P	D07_allLanes_P	B01_plate15	047U	L-1-15	OH34_2	17	OF45_1	H	H17
4229	F06_allLanes_P	F10_allLanes_P	B04_plate04	003T	M-1-15	YV94_2	16	OF45_1	H	H16
4299	F06_allLanes_P	F10_allLanes_P	A05_plate04	004U	M-1-18	YV94_2	16	OF45_1	H	H16
4309	F06_allLanes_P	B08_allLanes_P	A05_plate09	020X	M-1-18	OJ16_2	19	OF45_1	H	H19
4379	F06_allLanes_P	D07_allLanes_P	B01_plate08	031E	L-1-15	OH34_2	17	OF45_1	H	H17
4389	F06_allLanes_P	D07_allLanes_P	A01_plate19	065Q	L-1-15	OH34_2	17	OF45_1	H	H17
4399	F06_allLanes_P	B08_allLanes_P	A06_plate05	021C	M-2-15	OJ16_2	19	OF45_1	H	H19
4419	F06_allLanes_P	D07_allLanes_P	B01_plate11	031W	L-1-15	OH34_2	17	OF45_1	H	H17
4509	F06_allLanes_P	B08_allLanes_P	A06_plate28	103V	M-2-15	OJ16_2	19	OF45_1	H	H19
4549	G05_allLanes_P	D01_allLanes_P	A07_plate14	043Z	H-1-15	YD22_2	36	YP37_1	P	P36
4554	G05_allLanes_P	D01_allLanes_P	A08_plate02	012I	H-1-18	YD22_2	36	YP37_1	P	P36
4559	G05_allLanes_P	D01_allLanes_P	A09_plate31	117M	H-2-15	YD22_2	36	YP37_1	P	P36
4564	G05_allLanes_P	D01_allLanes_P	A08_plate09	028Y	H-1-18	YD22_2	36	YP37_1	P	P36
4569	G05_allLanes_P	D01_allLanes_P	A09_plate12	045R	H-2-15	YD22_2	36	YP37_1	P	P36
4574	G05_allLanes_P	G08_allLanes_P	A07_plate17	059R	H-1-15	OV17_2	38	YP37_1	P	P38
4579	G05_allLanes_P	D01_allLanes_P	A07_plate10	043B	H-1-15	YD22_2	36	YP37_1	P	P36
4584	G05_allLanes_P	D01_allLanes_P	A09_plate17	061V	H-2-15	YD22_2	36	YP37_1	P	P36
4604	G05_allLanes_P	G03_allLanes_P	A09_plate03	013Q	H-2-15	YX56_2	40	YP37_1	P	P40
4629	G05_allLanes_P	D01_allLanes_P	A09_plate05	029C	H-2-15	YD22_2	36	YP37_1	P	P36
4639	G05_allLanes_P	D01_allLanes_P	A08_plate23	094D	H-1-18	YD22_2	36	YP37_1	P	P36
4644	G05_allLanes_P	D01_allLanes_P	A07_plate13	043T	H-1-15	YD22_2	36	YP37_1	P	P36
4659	G05_allLanes_P	D01_allLanes_P	A09_plate25	095R	H-2-15	YD22_2	36	YP37_1	P	P36
4669	G05_allLanes_P	D01_allLanes_P	A07_plate28	109E	H-1-15	YD22_2	36	YP37_1	P	P36
4689	G05_allLanes_P	G08_allLanes_P	A07_plate31	109W	H-1-15	OV17_2	38	YP37_1	P	P38
4724	G05_allLanes_P	G08_allLanes_P	A08_plate08	028S	H-1-18	OV17_2	38	YP37_1	P	P38
4744	G05_allLanes_P	C07_allLanes_P	A07_plate01	011A	H-1-15	OH33_2	39	YP37_1	P	P39
4784	H01_allLanes_P	C07_allLanes_P	A10_plate06	023E	Mix-1-15	OH33_2	39	OC05_1	O	O39
4839	H01_allLanes_P	C07_allLanes_P	A12_plate23	091F	Mix-2-15	OH33_2	39	OC05_1	O	O39
4854	H01_allLanes_P	C07_allLanes_P	A11_plate05	024A	Mix-1-18	OH33_2	39	OC05_1	O	O39
4874	H01_allLanes_P	C07_allLanes_P	A10_plate11	039I	Mix-1-15	OH33_2	39	OC05_1	O	O39
4899	H03_allLanes_P	G07_allLanes_P	A01_plate32	113Q	L-1-15	OG58_2	46	YX87_1	T	T46
4904	H03_allLanes_P	E09_allLanes_P	A02_plate24	082P	L-1-18	YO66_2	49	YX87_1	T	T49
4914	H03_allLanes_P	E09_allLanes_P	B02_plate07	016T	L-1-18	YO66_2	49	YX87_1	T	T49
4919	H03_allLanes_P	B05_allLanes_P	A02_plate07	016S	L-1-18	YG88_2	47	YX87_1	T	T47
4924	H03_allLanes_P	B05_allLanes_P	B02_plate16	048V	L-1-18	YG88_2	47	YX87_1	T	T47
4934	H03_allLanes_P	B05_allLanes_P	A03_plate16	067B	L-2-15	YG88_2	47	YX87_1	T	T47
4939	H03_allLanes_P	B05_allLanes_P	B01_plate06	015S	L-1-15	YG88_2	47	YX87_1	T	T47
4944	H03_allLanes_P	C03_allLanes_P	B01_plate27	097N	L-1-15	YJ69_2	48	YX87_1	T	T48
4949	H03_allLanes_P	E09_allLanes_P	B02_plate24	082Q	L-1-18	YO66_2	49	YX87_1	T	T49
4964	H03_allLanes_P	B05_allLanes_P	B03_plate28	099V	L-2-15	YG88_2	47	YX87_1	T	T47
4999	H04_allLanes_P	E04_allLanes_P	B02_plate25	082W	L-1-18	OS12_2	15	YG81_1	E	E15
5006	H04_allLanes_P	A11_allLanes_P	B03_plate17	067I	L-2-15	YO96_2	11	YG81_1	E	E11
5013	H04_allLanes_P	E06_allLanes_P	B02_plate31	114G	L-1-18	OC64_2	14	YG81_1	E	E14
5020	H04_allLanes_P	E04_allLanes_P	B01_plate29	097Z	L-1-15	OS12_2	15	YG81_1	E	E15
5027	H04_allLanes_P	E06_allLanes_P	A01_plate16	047Z	L-1-15	OC64_2	14	YG81_1	E	E14
5034	H04_allLanes_P	A11_allLanes_P	B02_plate13	048D	L-1-18	YO96_2	11	YG81_1	E	E11
5041	H04_allLanes_P	E04_allLanes_P	A01_plate33	113W	L-1-15	OS12_2	15	YG81_1	E	E15
5048	H04_allLanes_P	E04_allLanes_P	A03_plate29	115B	L-2-15	OS12_2	15	YG81_1	E	E15
5055	H04_allLanes_P	E06_allLanes_P	A02_plate13	048C	L-1-18	OC64_2	14	YG81_1	E	E14
5069	H04_allLanes_P	A11_allLanes_P	B03_plate08	033G	L-2-15	YO96_2	11	YG81_1	E	E11
5076	H04_allLanes_P	A11_allLanes_P	A03_plate04	017H	L-2-15	YO96_2	11	YG81_1	E	E11
5111	H04_allLanes_P	A09_allLanes_P	A02_plate05	016M	L-1-18	YG97_2	13	YG81_1	E	E13
5139	H04_allLanes_P	A11_allLanes_P	A03_plate23	083Q	L-2-15	YO96_2	11	YG81_1	E	E11
5146	H04_allLanes_P	E04_allLanes_P	B02_plate10	032L	L-1-18	OS12_2	15	YG81_1	E	E15
5153	H04_allLanes_P	A11_allLanes_P	A02_plate21	066X	L-1-18	YO96_2	11	YG81_1	E	E11
5167	H04_allLanes_P	E06_allLanes_P	B01_plate13	047I	L-1-15	OC64_2	14	YG81_1	E	E14
5181	H04_allLanes_P	A11_allLanes_P	A01_plate09	031J	L-1-15	YO96_2	11	YG81_1	E	E11
5188	H04_allLanes_P	A09_allLanes_P	B03_plate18	067O	L-2-15	YG97_2	13	YG81_1	E	E13
5223	H04_allLanes_P	A11_allLanes_P	A02_plate12	032W	L-1-18	YO96_2	11	YG81_1	E	E11
5230	H04_allLanes_P	A09_allLanes_P	A02_plate16	048U	L-1-18	YG97_2	13	YG81_1	E	E13
5237	H04_allLanes_P	A09_allLanes_P	A01_plate25	097A	L-1-15	YG97_2	13	YG81_1	E	E13
5244	H04_allLanes_P	A09_allLanes_P	B01_plate22	081J	L-1-15	YG97_2	13	YG81_1	E	E13
5258	H04_allLanes_P	A09_allLanes_P	B01_plate26	097H	L-1-15	YG97_2	13	YG81_1	E	E13
5265	H04_allLanes_P	E04_allLanes_P	A01_plate28	097S	L-1-15	OS12_2	15	YG81_1	E	E15
5279	H04_allLanes_P	E04_allLanes_P	B03_plate31	115O	L-2-15	OS12_2	15	YG81_1	E	E15
5286	H04_allLanes_P	E04_allLanes_P	A03_plate20	067Y	L-2-15	OS12_2	15	YG81_1	E	E15
5300	H04_allLanes_P	E06_allLanes_P	B03_plate02	001W	L-2-15	OC64_2	14	YG81_1	E	E14
5342	H04_allLanes_P	A09_allLanes_P	A02_plate19	066L	L-1-18	YG97_2	13	YG81_1	E	E13
5356	H04_allLanes_P	E06_allLanes_P	B02_plate14	048J	L-1-18	OC64_2	14	YG81_1	E	E14
5363	H04_allLanes_P	A09_allLanes_P	A01_plate26	097G	L-1-15	YG97_2	13	YG81_1	E	E13
5391	H04_allLanes_P	A09_allLanes_P	A02_plate26	098B	L-1-18	YG97_2	13	YG81_1	E	E13
5405	H04_allLanes_P	A11_allLanes_P	B03_plate06	017U	L-2-15	YO96_2	11	YG81_1	E	E11
5433	H04_allLanes_P	E06_allLanes_P	A01_plate21	081C	L-1-15	OC64_2	14	YG81_1	E	E14
5475	H04_allLanes_P	E04_allLanes_P	B02_plate11	032R	L-1-18	OS12_2	15	YG81_1	E	E15
5482	H04_allLanes_P	E06_allLanes_P	B03_plate27	099P	L-2-15	OC64_2	14	YG81_1	E	E14
5489	H04_allLanes_P	A09_allLanes_P	A03_plate10	033R	L-2-15	YG97_2	13	YG81_1	E	E13
5496	H04_allLanes_P	E06_allLanes_P	A03_plate33	115Z	L-2-15	OC64_2	14	YG81_1	E	E14
5517	H04_allLanes_P	E04_allLanes_P	A02_plate22	082D	L-1-18	OS12_2	15	YG81_1	E	E15
5578	H05_allLanes_P	A07_allLanes_P	A09_plate11	045L	H-2-15	OD51_2	33	YN45_1	N	N33
5588	H05_allLanes_P	G02_allLanes_P	A08_plate26	094U	H-1-18	YA99_2	32	YN45_1	N	N32
5608	H05_allLanes_P	A07_allLanes_P	A08_plate30	110S	H-1-18	OD51_2	33	YN45_1	N	N33
5658	H09_allLanes_P	G02_allLanes_P	A08_plate10	044D	H-1-18	YA99_2	32	YL85_1	M	M32
5663	H09_allLanes_P	A08_allLanes_P	A08_plate07	028M	H-1-18	OG61_2	34	YL85_1	M	M34
5668	H09_allLanes_P	H08_allLanes_P	A08_plate17	060T	H-1-18	YG95_2	35	YL85_1	M	M35
5683	H09_allLanes_P	G02_allLanes_P	A07_plate19	077D	H-1-15	YA99_2	32	YL85_1	M	M32
5698	H09_allLanes_P	A08_allLanes_P	A07_plate30	109Q	H-1-15	OG61_2	34	YL85_1	M	M34
1	0	A02_allLanes_P	A11_plate09	024Y	Mix-1-18	YG06_2	60	NA	NA	NA60
2	0	0	A03_plate08	033F	L-2-15	NA	NA	NA	NA	NANA
3	0	A02_allLanes_P	A11_plate30	106V	Mix-1-15	YG06_2	60	NA	NA	NA60
4	0	E10_allLanes_P	A10_plate14	039Z	Mix-1-15	YR84_2	59	NA	NA	NA59
5	0	E10_allLanes_P	A10_plate16	055L	Mix-1-15	YR84_2	59	NA	NA	NA59
62	0	D10_allLanes_P	A11_plate02	008I	Mix-1-18	YR82_2	56	NA	NA	NA56
8	0	0	B01_plate31	113L	L-1-15	NA	NA	NA	NA	NANA
9	0	A02_allLanes_P	A11_plate14	074B	Mix-1-18	YG06_2	60	NA	NA	NA60
111	0	A02_allLanes_P	A06_plate29	106G	Mix-1-15	YG06_2	60	NA	NA	NA60
14	0	E10_allLanes_P	A12_plate28	107J	Mix-2-15	YR84_2	59	NA	NA	NA59
15	0	0	A07_plate32	117C	H-1-15	NA	NA	NA	NA	NANA
17	0	G10_allLanes_P	A10_plate25	073M	Mix-1-15	OO53_2	58	NA	NA	NA58
20	0	E10_allLanes_P	A12_plate31	119L	Mix-1-15	YR84_2	59	NA	NA	NA59
21	0	D10_allLanes_P	A06_plate32	119R	MIX-1-15	YR82_2	56	NA	NA	NA56
23	0	D10_allLanes_P	A12_plate09	041A	Mix-2-15	YR82_2	56	NA	NA	NA56
