Dam_Seq_ID	Sire_Seq_ID	Seq_ID	SampleName.Fish_ID.	Treatment	Sire.1	Sire.2	Dam.1	Dam.2	AAFam
2037	D02_allLanes_P	E04_allLanes_P	D02_plate19	066O	L-1-18	OS12_2	15	YJ60_1	F	F15
2072	D02_allLanes_P	E04_allLanes_P	D03_plate10	034Q	L-2-18	OS12_2	15	YJ60_1	F	F15
2107	D03_allLanes_P	A06_allLanes_P	D05_plate06	020I	M-1-18	YN49_2	22	YS24_1	J	J22
2112	D03_allLanes_P	E11_allLanes_P	D05_plate19	064I	M-1-18	YV93_2	23	YS24_1	J	J23
2117	D03_allLanes_P	E11_allLanes_P	D06_plate27	088M	M-2-18	YV93_2	23	YS24_1	J	J23
2122	D03_allLanes_P	A06_allLanes_P	D05_plate07	020O	M-1-18	YN49_2	22	YS24_1	J	J22
2127	D03_allLanes_P	C04_allLanes_P	D04_plate16	051O	M-1-15	OG35_2	21	YS24_1	J	J21
2132	D03_allLanes_P	G04_allLanes_P	D05_plate23	070S	M-1-18	YF88_2	25	YS24_1	J	J25
2137	D03_allLanes_P	E11_allLanes_P	D04_plate20	063Z	M-1-15	YV93_2	23	YS24_1	J	J23
2147	D03_allLanes_P	A06_allLanes_P	D04_plate26	085I	M-1-15	YN49_2	22	YS24_1	J	J22
2157	D03_allLanes_P	G04_allLanes_P	D05_plate04	004X	M-1-18	YF88_2	25	YS24_1	J	J25
2167	D03_allLanes_P	C04_allLanes_P	D04_plate18	063A	M-1-15	OG35_2	21	YS24_1	J	J21
2172	D03_allLanes_P	E11_allLanes_P	D05_plate01	004F	M-1-18	YV93_2	23	YS24_1	J	J23
2177	D03_allLanes_P	C04_allLanes_P	D04_plate01	003D	M-1-15	OG35_2	21	YS24_1	J	J21
2187	D03_allLanes_P	E11_allLanes_P	D05_plate13	036Y	M-1-18	YV93_2	23	YS24_1	J	J23
2192	D03_allLanes_P	E11_allLanes_P	D04_plate02	003J	M-1-15	YV93_2	23	YS24_1	J	J23
2197	D03_allLanes_P	C04_allLanes_P	D06_plate01	006B	M-2-18	OG35_2	21	YS24_1	J	J21
2212	D03_allLanes_P	B07_allLanes_P	D06_plate12	038O	M-2-18	OD53_2	24	YS24_1	J	J24
2217	D03_allLanes_P	E11_allLanes_P	D05_plate02	004L	M-1-18	YV93_2	23	YS24_1	J	J23
2227	D03_allLanes_P	G04_allLanes_P	D05_plate33	101K	M-1-15	YF88_2	25	YS24_1	J	J25
2242	D03_allLanes_P	E11_allLanes_P	D06_plate09	022W	M-2-18	YV93_2	23	YS24_1	J	J23
2252	D03_allLanes_P	A06_allLanes_P	D06_plate04	006T	M-2-18	YN49_2	22	YS24_1	J	J22
2262	D03_allLanes_P	E11_allLanes_P	D06_plate20	064X	M-2-18	YV93_2	23	YS24_1	J	J23
2272	D03_allLanes_P	C04_allLanes_P	D01_plate16	065C	L-1-15	OG35_2	21	YS24_1	J	J21
2277	D03_allLanes_P	E11_allLanes_P	D04_plate27	085O	M-1-15	YV93_2	23	YS24_1	J	J23
2292	D03_allLanes_P	A06_allLanes_P	D04_plate22	069K	M-1-15	YN49_2	22	YS24_1	J	J22
2307	D03_allLanes_P	A06_allLanes_P	D06_plate03	006N	M-2-18	YN49_2	22	YS24_1	J	J22
2317	D03_allLanes_P	C04_allLanes_P	D06_plate02	006H	M-2-18	OG35_2	21	YS24_1	J	J21
2352	D03_allLanes_P	E11_allLanes_P	D04_plate21	069E	M-1-15	YV93_2	23	YS24_1	J	J23
2372	D03_allLanes_P	A06_allLanes_P	D04_plate14	051C	M-1-15	YN49_2	22	YS24_1	J	J22
2387	D06_allLanes_P	B05_allLanes_P	D01_plate03	015C	L-1-15	YG88_2	47	OC52_1	S	S47
2392	D06_allLanes_P	B05_allLanes_P	D02_plate09	032H	L-1-18	YG88_2	47	OC52_1	S	S47
2397	D06_allLanes_P	D09_allLanes_P	D02_plate26	098E	L-1-18	YO65_2	4	OC52_1	S	S4
2402	D06_allLanes_P	E09_allLanes_P	D01_plate18	065N	L-1-15	YO66_2	49	OC52_1	S	S49
2417	D06_allLanes_P	E09_allLanes_P	D02_plate32	114O	L-1-18	YO66_2	49	OC52_1	S	S49
2422	D06_allLanes_P	B05_allLanes_P	D02_plate11	032T	L-1-18	YG88_2	47	OC52_1	S	S47
2432	D06_allLanes_P	B05_allLanes_P	D02_plate07	016V	L-1-18	YG88_2	47	OC52_1	S	S47
2437	D06_allLanes_P	B05_allLanes_P	D02_plate10	032N	L-1-18	YG88_2	47	OC52_1	S	S47
2467	D06_allLanes_P	D09_allLanes_P	D02_plate13	048F	L-1-18	YO65_2	4	OC52_1	S	S4
2472	D06_allLanes_P	B05_allLanes_P	D02_plate29	098W	L-1-18	YG88_2	47	OC52_1	S	S47
