Dam_Seq_ID	Sire_Seq_ID	Seq_ID	SampleName.Fish_ID.	Treatment	Sire.1	Sire.2	Dam.1	Dam.2	AAFam
2211	D06_allLanes_P	B05_allLanes_P	F03_plate14	050Q	L-2-18	YG88_2	47	OC52_1	S	S47
2216	D06_allLanes_P	D09_allLanes_P	G03_plate13	050L	L-2-18	YO65_2	4	OC52_1	S	S4
2226	D06_allLanes_P	B05_allLanes_P	G03_plate02	002V	L-2-18	YG88_2	47	OC52_1	S	S47
2231	D06_allLanes_P	B05_allLanes_P	F03_plate19	068U	L-2-18	YG88_2	47	OC52_1	S	S47
2261	D06_allLanes_P	D09_allLanes_P	F03_plate16	068C	L-2-18	YO65_2	4	OC52_1	S	S4
2271	D06_allLanes_P	B05_allLanes_P	G02_plate13	049H	L-2-15	YG88_2	47	OC52_1	S	S47
2276	D06_allLanes_P	E09_allLanes_P	G01_plate26	082Z	L-1-18	YO66_2	49	OC52_1	S	S49
2331	D11_allLanes_P	E01_allLanes_P	G05_plate16	053N	M-2-15	YH28_2	28	YV88_1	K	K28
2336	D11_allLanes_P	G09_allLanes_P	F04_plate31	087O	M-1-15	OF56_2	30	YV88_1	K	K30
2341	D11_allLanes_P	E01_allLanes_P	G04_plate26	086F	M-1-18	YH28_2	28	YV88_1	K	K28
2346	D11_allLanes_P	E01_allLanes_P	F06_plate14	054C	M-2-18	YH28_2	28	YV88_1	K	K28
2351	D11_allLanes_P	G01_allLanes_P	F06_plate16	054O	M-2-18	YF30_2	26	YV88_1	K	K26
2371	D11_allLanes_P	E07_allLanes_P	G05_plate23	071P	M-2-15	OG51_2	29	YV88_1	K	K29
2376	D11_allLanes_P	E07_allLanes_P	G05_plate04	005U	M-2-15	OG51_2	29	YV88_1	K	K29
2386	D11_allLanes_P	E01_allLanes_P	G05_plate07	021L	M-2-15	YH28_2	28	YV88_1	K	K28
2391	D11_allLanes_P	E07_allLanes_P	G04_plate23	070N	M-1-18	OG51_2	29	YV88_1	K	K29
2396	D11_allLanes_P	E07_allLanes_P	F04_plate32	087U	M-1-15	OG51_2	29	YV88_1	K	K29
2406	D11_allLanes_P	E01_allLanes_P	G06_plate23	072S	M-2-18	YH28_2	28	YV88_1	K	K28
2421	D11_allLanes_P	E07_allLanes_P	G05_plate20	063X	M-2-15	OG51_2	29	YV88_1	K	K29
2426	D11_allLanes_P	G01_allLanes_P	F06_plate29	088X	M-2-18	YF30_2	26	YV88_1	K	K26
2436	D11_allLanes_P	E07_allLanes_P	F06_plate32	104P	M-2-18	OG51_2	29	YV88_1	K	K29
2446	D11_allLanes_P	G09_allLanes_P	F06_plate18	064N	M-2-18	OF56_2	30	YV88_1	K	K30
2451	D11_allLanes_P	G01_allLanes_P	G05_plate02	005I	M-2-15	YF30_2	26	YV88_1	K	K26
2461	D11_allLanes_P	G09_allLanes_P	G06_plate27	088P	M-2-18	OF56_2	30	YV88_1	K	K30
2471	D11_allLanes_P	E07_allLanes_P	F04_plate30	087I	M-1-15	OG51_2	29	YV88_1	K	K29
2491	D11_allLanes_P	G09_allLanes_P	G06_plate18	064O	M-2-18	OF56_2	30	YV88_1	K	K30
2501	D11_allLanes_P	E07_allLanes_P	F05_plate17	053S	M-2-15	OG51_2	29	YV88_1	K	K29
2506	D11_allLanes_P	E01_allLanes_P	F06_plate08	022S	M-2-18	YH28_2	28	YV88_1	K	K28
2511	D11_allLanes_P	E01_allLanes_P	G06_plate06	022I	M-2-18	YH28_2	28	YV88_1	K	K28
2521	D11_allLanes_P	E01_allLanes_P	G05_plate14	053B	M-2-15	YH28_2	28	YV88_1	K	K28
